time,pnl,inventory
0.0,0.0,0.0
0.0,0.0,0.0
0.166527,0.0001275510439882055,1.3e-05
0.166527,0.0001275510439882055,1.3e-05
0.166527,0.00014042103430256248,1.3e-05
0.166527,0.005264389241347089,0.00053524
0.166527,0.004862182715442032,0.00054824
0.166527,0.010534131433814764,0.00107048
0.166527,0.009602037287550047,0.00108348
0.166527,0.015803873611730523,0.00160572
0.16921,0.0158874440821819,0.00176625
0.16921,0.015971014552633278,0.0019267800000000001
0.16921,0.016054585023084655,0.00208731
0.16921,0.016138155478984118,0.00224784
0.485847,0.032345081883249804,0.00224784
0.485847,0.023128937886212952,0.00224784
0.485847,0.02325687363918405,0.00226084
0.485847,0.0326542480615899,0.00227384
0.485847,0.0469274088536622,0.00333839
0.485847,0.027792964334366843,0.00335139
0.485847,0.057616979189333506,0.00441594
0.485847,0.05024235938617494,0.00441594
0.485847,0.06811412029492203,0.00548049
0.485847,0.07862190798914526,0.00654504
0.485847,0.0678201416740194,0.00655804
0.485847,0.040932177667855285,0.00655804
0.807969,0.08644497526984196,0.00655804
0.807969,0.1217245094885584,0.00657104
0.807969,0.1217245094885584,0.00657104
0.807969,0.09478324549854733,0.00657104
0.807969,0.08983001281740144,0.00690769
0.807969,0.1668076441710582,0.00760252
0.807969,0.09297171072103083,0.00793917
0.807969,0.10310364009637851,0.007952170000000001
0.807969,0.1683114340994507,0.007952170000000001
0.807969,0.10310364009637851,0.007952170000000001
0.807969,0.17379843139497098,0.007952170000000001
0.807969,0.1806699582375586,0.008647000000000002
0.807969,0.1806699582375586,0.008647000000000002
0.807969,0.17483222273585852,0.008660000000000003
0.807969,0.13945492259517778,0.008673000000000004
0.807969,0.13945492259517778,0.008673000000000004
0.807969,0.09630065399687737,0.009009650000000004
0.807969,0.18153194300248288,0.009009650000000004
0.807969,0.10778151817794424,0.009022650000000005
0.807969,0.1817672481702175,0.009022650000000005
1.024389,0.19277488117222674,0.009022650000000005
1.024389,0.19277488117222674,0.009022650000000005
1.024389,0.1991948763752589,0.009671170000000005
1.024389,0.1991948763752589,0.009671170000000005
1.971451,0.35965759241662454,0.013391850000000005
1.971451,0.2821140663290862,0.013404850000000006
1.971451,0.2822432702232618,0.013417850000000007
1.971451,0.3970435952360276,0.017138530000000006
1.971451,0.2976401212363271,0.017138530000000006
1.971451,0.22737214823428076,0.017138530000000006
1.971451,0.43416923232143745,0.020859210000000006
1.971451,0.31318581431696657,0.020859210000000006
1.971451,0.43416923232143745,0.020859210000000006
1.971451,0.22779317265667487,0.020872210000000006
1.971451,0.22779317265667487,0.020872210000000006
1.971451,0.22792329198273364,0.020885210000000005
2.30983,0.47457762208068743,0.020885210000000005
2.30983,0.47457762208068743,0.020885210000000005
2.30983,0.47730620265065227,0.021157850000000006
2.30983,0.4800347832206171,0.021430490000000007
2.372005,0.4808309552608989,0.02153682000000001
2.372005,0.48162819069693796,0.02164315000000001
2.372005,0.48162819069693796,0.02164315000000001
2.372005,0.48162819069693796,0.02164315000000001
2.55912,0.48965985389077105,0.02253129000000001
2.55912,0.4985661253595026,0.02341943000000001
2.55912,0.4985661253595026,0.02341943000000001
2.55912,0.5074723968282342,0.024307570000000008
2.647202,0.5057708669337444,0.024307570000000008
2.647202,0.5057708669337444,0.024307570000000008
2.647202,0.5077641856914852,0.024080910000000007
2.647202,0.509757504449226,0.023854250000000007
3.048022,0.5264164260879625,0.025490070000000007
3.048022,0.5428531650832156,0.027125890000000007
3.048022,0.5593226237542694,0.028761710000000006
3.048022,0.5758084422559477,0.030397530000000006
3.336643,0.5758084422559477,0.030397530000000006
3.336643,0.5758084422559477,0.030397530000000006
3.336643,0.6308702024834929,0.03585026000000001
3.336643,0.6862046264868695,0.04130299000000001
3.35156,0.6866740828118054,0.04183823000000001
3.35156,0.68714889207331,0.04237347000000001
3.35156,0.6876237013348145,0.04290871000000001
3.35156,0.6876237013348145,0.04290871000000001
3.781023,0.6931898327602539,0.04345398000000001
3.781023,0.6987614174286136,0.04399925000000001
3.781023,0.7043330020969734,0.04454452000000001
3.781023,0.7099100400228053,0.04508979000000001
4.191635,0.7099100400228053,0.04508979000000001
4.191635,0.7140772462880705,0.04549722000000001
4.191635,0.7140772462880705,0.04549722000000001
4.191635,0.7182485272496706,0.04590465000000001
4.345697,0.7238255651609506,0.04644992000000001
4.345697,0.7238255651609506,0.04644992000000001
4.345697,0.729408056315151,0.04699519000000001
4.345697,0.7349905474693514,0.047540460000000014
4.359125,0.7350084273639368,0.04755954000000001
4.359125,0.7350084273639368,0.04755954000000001
4.359125,0.7350263072585221,0.04757862000000001
4.359125,0.7350263072585221,0.04757862000000001
6.31745,0.7374052382510854,0.04757862000000001
6.31745,0.7486697670537978,0.04867781000000001
6.31745,0.759945288853487,0.04977700000000001
6.31745,0.7712318036647048,0.05087619000000001
7.011818,0.8457732566603227,0.05837619000000001
7.011818,0.9233835716586327,0.06587619
7.011818,1.0015189391560853,0.07337619000000001
7.011818,1.0015189391560853,0.07337619000000001
7.011818,1.0015189391560853,0.07337619000000001
7.011818,1.0015189391560853,0.07337619000000001
7.011818,1.0539592191489646,0.07837619000000001
7.011818,1.1434477291622898,0.08687619000000002
7.011818,1.1964880691521103,0.09187619000000002
7.011818,1.1964880691521103,0.09187619000000002
7.011818,1.287081689646584,0.10037619000000003
7.011818,1.3407220896624494,0.10537619000000004
8.720221,1.340016301983269,0.10533689000000003
8.720221,1.340016301983269,0.10533689000000003
8.720221,1.340364276227774,0.10529759000000002
8.720221,1.3407126434176462,0.10525829000000002
10.912695,1.3446496574179037,0.10552591000000001
10.912695,1.347534088534303,0.10579353000000001
10.912695,1.3504185196361504,0.10606115
10.912695,1.3533056272135582,0.10632877
12.34044,1.3586220657161903,0.10632877
12.34044,1.4455694675707491,0.11438835
12.34044,1.5330810964514967,0.12244793
12.34044,1.621156952358433,0.13050751
12.355848,1.6215092505299253,0.13071632
12.355848,1.6218636370176682,0.13092513
12.355848,1.6218636370176682,0.13092513
12.355848,1.622218023505411,0.13113394
12.786028,1.6209066841111053,0.13113394
12.786028,1.6287546464591287,0.13022396
12.786028,1.636611707697739,0.12931398
12.786028,1.644477867812384,0.128404
12.995194,1.657516868392122,0.12947378999999998
12.995194,1.6692825279315002,0.13054357999999996
12.995194,1.681058886431856,0.13161336999999995
12.995194,1.6928459439222934,0.13268315999999994
13.210442,1.6932900939136744,0.13186146999999993
13.210442,1.7003684019000502,0.1310397799999999
13.210442,1.7074549259705236,0.1302180899999999
13.210442,1.7074549259705236,0.1302180899999999
13.673304,1.71562927805644,0.1307245399999999
13.673304,1.71562927805644,0.1307245399999999
13.673304,1.71562927805644,0.1307245399999999
13.673304,1.7212043333420297,0.13123098999999988
13.690034,1.739360490857507,0.14192885999999988
13.690034,1.7585865423607174,0.15262672999999988
13.690034,1.7787754984310595,0.16332459999999988
13.690034,1.8000343484745827,0.17402246999999987
13.932538,1.7965538990829373,0.17402246999999987
13.932538,1.797782878347789,0.17387321999999988
13.932538,1.7990118576271925,0.1737239699999999
13.932538,1.7990118576271925,0.1737239699999999
13.975388,1.7993735459604068,0.17366903999999989
13.975388,1.7993735459604068,0.17366903999999989
13.975388,1.799735234293621,0.17361410999999988
13.975388,1.799735234293621,0.17361410999999988
15.363464,1.806679798697587,0.17361410999999988
15.363464,1.8084159397985786,0.17361410999999988
15.363464,1.8068403985234909,0.17362819999999987
15.363464,1.820317906604032,0.17465829999999988
15.363464,1.820317906604032,0.17465829999999988
15.363464,1.8187320643482963,0.17467238999999987
15.363464,1.8322303163586184,0.17570248999999988
15.363464,1.8306341731076827,0.17571657999999987
16.772502,1.8265767673874507,0.17582290999999986
16.772502,1.8277908590680454,0.17592923999999985
16.772502,1.8290049507340882,0.17603556999999984
16.772502,1.830219042414683,0.17614189999999982
17.697363,1.830219042414683,0.17614189999999982
