time,pnl,inventory
0.0,-9.437580592930317e-05,1.3e-05
0.0,-0.0019695480877999216,0.00027264
0.166527,-0.0011505852307891473,0.00028564
0.166527,-0.0012449663772713393,0.00029864
0.166527,-0.00474087284237612,0.00082088
0.166527,-0.008532432897482067,0.00134312
0.166527,-0.009956502835848369,0.00135612
0.166527,-0.012405504094203934,0.00187836
0.166527,-0.014359461652929895,0.00189136
0.166527,-0.016278575305477716,0.0024136
0.16921,-0.01744405312638264,0.00257413
0.16921,-0.018609530947287567,0.00273466
0.16921,-0.019775008782744408,0.0028951899999999997
0.16921,-0.020940486603649333,0.0030557199999999996
0.485847,0.0009968628000933677,0.0030687199999999996
0.485847,-0.011584889201913029,0.0030687199999999996
0.485847,-0.011679275674396195,0.0030817199999999996
0.485847,0.0008613845275249332,0.0030947199999999996
0.485847,-0.0017002104577841237,0.00415927
0.485847,-0.025793584834900685,0.00417227
0.485847,-0.009449364326428622,0.00523682
0.485847,-0.018289245519554242,0.00524982
0.485847,-0.01725182350492105,0.00631437
0.485847,-0.024981600901810452,0.00737892
0.485847,-0.03739878909254912,0.00739192
0.485847,-0.06780004757456481,0.00740492
0.807969,-0.018854383059078828,0.00774157
0.807969,0.022546029678778723,0.00775457
0.807969,0.022451627228292637,0.00776757
0.807969,-0.009489806907367893,0.00778057
0.807969,-0.021737805393058807,0.00811722
0.807969,0.05560597832663916,0.00881205
0.807969,-0.03628080946509726,0.009148700000000001
0.807969,-0.024847844601026736,0.009161700000000002
0.807969,0.05018368759192526,0.009174700000000003
0.807969,-0.025143249542452395,0.009187700000000004
0.807969,0.051489404184394516,0.009882530000000004
0.807969,0.04644340489176102,0.010577360000000004
0.807969,0.04139740561367944,0.011272190000000005
0.807969,0.033525186707265675,0.011285190000000006
0.807969,-0.01283849474566523,0.011298190000000007
0.807969,-0.012932897210703231,0.011311190000000007
0.807969,-0.07600535589153878,0.011647840000000008
0.807969,0.03408880269853398,0.011660840000000009
0.807969,-0.06162448243412655,0.01167384000000001
0.807969,0.03400659776525572,0.01168684000000001
1.024389,0.0435548217210453,0.01233536000000001
1.024389,0.038845100862090476,0.01298388000000001
1.024389,0.03413538000313565,0.01363240000000001
1.024389,0.029425659158732742,0.01428092000000001
1.971451,0.1849105161818443,0.01800160000000001
1.971451,0.08040681773854885,0.01801460000000001
1.971451,0.08031239928095601,0.018027600000000008
1.971451,0.15784717872156762,0.02174828000000001
1.971451,0.031612736274837516,0.021761280000000008
1.971451,-0.05770292485249229,0.021774280000000007
1.971451,0.13083714657113887,0.025494960000000007
1.971451,-0.01712803987902589,0.025507960000000007
1.971451,0.10379282756184693,0.029228640000000007
1.971451,-0.1856651215639431,0.029241640000000006
1.971451,-0.18575953469553497,0.029254640000000005
1.971451,-0.18585394781257492,0.029267640000000004
2.30983,0.15781649750715587,0.029540280000000006
2.30983,0.1558361144270748,0.029812920000000007
2.30983,0.1538557313469937,0.030085560000000008
2.30983,0.15187534826691262,0.03035820000000001
2.372005,0.15110299596562982,0.03046453000000001
2.372005,0.1503306436497951,0.030570860000000012
2.372005,0.14955829134851228,0.030677190000000014
2.372005,0.14878593904722948,0.030783520000000016
2.55912,0.14110339352919254,0.03167166000000002
2.55912,0.13465218880446628,0.03255980000000002
2.55912,0.12820098409429193,0.03344794000000002
2.55912,0.12174977936956566,0.034336080000000026
2.647202,0.11769977693620604,0.03410942000000003
2.647202,0.11605330010934267,0.03388276000000003
2.647202,0.11440682328247931,0.033656100000000036
2.647202,0.11276034645561595,0.03342944000000004
3.048022,0.10121250404336024,0.03506526000000004
3.048022,0.08933036723465193,0.036701080000000046
3.048022,0.0774482304113917,0.03833690000000005
3.048022,0.0655660936026834,0.03997272000000005
3.336643,0.025958995101973414,0.045425450000000055
3.336643,-0.013648103398736566,0.05087818000000006
3.336643,-0.05325520191399846,0.05633091000000006
3.336643,-0.09286230041470844,0.06178364000000006
3.35156,-0.09675013336527627,0.06231888000000006
3.35156,-0.1006379663158441,0.06285412000000007
3.35156,-0.10452579926641192,0.06338936000000008
3.35156,-0.10841363221697975,0.06392460000000008
3.781023,-0.11237432027701288,0.06446987000000008
3.781023,-0.11633500833704602,0.06501514000000008
3.781023,-0.12029569639707915,0.06556041000000008
