time,pnl,inventory
0.0,4.8768502892926335e-05,1.3e-05
0.0,0.0010325184848625213,0.00027264
0.166527,0.001981104302103631,0.00028564
0.166527,0.002016346115851775,0.00029864
0.166527,0.0023119997058529407,0.00029864
0.166527,0.0037276931252563372,0.00082088
0.166527,0.0029503937694244087,0.00083388
0.166527,0.00519685129984282,0.00135612
0.166527,0.003854292503092438,0.00135612
0.166527,0.00519685129984282,0.00135612
0.16921,0.005142352165421471,0.00151665
0.16921,0.005087853016448207,0.0016771800000000001
0.16921,0.005033353882026859,0.0018377100000000002
0.16921,0.005033353882026859,0.0018377100000000002
0.485847,0.018299752264283597,0.0018507100000000002
0.485847,0.010728355875471607,0.0018637100000000002
0.485847,0.010744870494818315,0.0018767100000000002
0.485847,0.018455890778568573,0.0018897100000000002
0.485847,0.02296344864589628,0.0029542600000000002
0.485847,0.005917368442169391,0.0029542600000000002
0.485847,0.0243258373811841,0.00401881
0.485847,0.01763119398674462,0.00403181
0.485847,0.02573735198529903,0.00509636
0.485847,0.027121033854200505,0.00616091
0.485847,0.01684934349032119,0.00617391
0.485847,-0.0084466528496705,0.00618691
0.807969,0.034584617082145996,0.00652356
0.807969,0.06955465603095945,0.00653656
0.807969,0.06955841339367907,0.00654956
0.807969,0.042708980065071955,0.00656256
0.807969,0.03453763586003333,0.00689921
0.807969,0.10476510915032122,0.00759404
0.807969,0.027685603155987337,0.00759404
0.807969,0.03725785622373223,0.00760704
0.807969,0.09963558423623908,0.00760704
0.807969,0.03726161891245283,0.00762004
0.807969,0.10500377450080123,0.00762004
0.807969,0.10521121531201061,0.00831487
0.807969,0.10541865612321999,0.0090097
0.807969,0.09920597515883856,0.009022700000000002
0.807969,0.06221692253893707,0.009035700000000002
0.807969,0.062220939915277995,0.009048700000000003
0.807969,0.01382412297243718,0.009385350000000004
0.807969,0.10261354601243511,0.009398350000000005
0.807969,0.025547076016664505,0.009398350000000005
0.807969,0.10261755806277506,0.009411350000000006
1.024389,0.11409940505109262,0.009411350000000006
1.024389,0.11306067447003443,0.010059870000000005
1.024389,0.11306067447003443,0.010059870000000005
1.024389,0.11202194387442432,0.010708390000000005
1.971451,0.2585766514239367,0.014429070000000006
1.971451,0.17488804542517755,0.014429070000000006
1.971451,0.17492233985103667,0.014442070000000006
1.971451,0.2684994607407134,0.018162750000000005
1.971451,0.16319019520597067,0.018175750000000004
1.971451,0.08870430997922085,0.018188750000000004
1.971451,0.27873489196645096,0.021909430000000004
1.971451,0.15169540247006807,0.021922430000000003
1.971451,0.27884549647569656,0.021922430000000003
