time,pnl,inventory
0.0,-9.216558828484267e-05,1.3e-05
0.0,-0.0019231946498621255,0.00027264
0.166527,-0.0011020215606549755,0.00028564
0.166527,-0.0011941924749407917,0.00029864
0.166527,-0.004601309265126474,0.00082088
0.166527,-0.008304079645313323,0.00134312
0.166527,-0.009725939351483248,0.00135612
0.166527,-0.012086150934919715,0.00187836
0.166527,-0.0140378982614493,0.00189136
0.166527,-0.015868222239078023,0.0024136
0.16921,-0.0170064072299283,0.00257413
0.16921,-0.018144592220778577,0.00273466
0.16921,-0.01928277722618077,0.0028951899999999997
0.16921,-0.020420962217031047,0.0030557199999999996
0.485847,0.0015185974043561146,0.0030687199999999996
0.485847,-0.011155330852488987,0.0030817199999999996
0.485847,-0.011247507107327692,0.0030947199999999996
0.485847,0.0013486633106367663,0.0031077199999999996
0.485847,-0.0010102300730068237,0.00417227
0.485847,-0.02517627421184443,0.00418527
0.485847,-0.00856540554377716,0.00524982
0.485847,-0.01742465651477687,0.00526282
0.485847,-0.01617388633894734,0.00632737
0.485847,-0.02371202557696961,0.00739192
0.485847,-0.03614858354558237,0.00740492
0.485847,-0.0666008017869899,0.00741792
0.807969,-0.017504314208053984,0.00775457
0.807969,0.023968118752236478,0.00776757
0.807969,0.023876056511653587,0.00778057
0.807969,-0.008024280483368784,0.00778057
0.807969,-0.017827798685175367,0.00778057
0.807969,0.056224069427116774,0.0084754
0.807969,-0.03218511780141853,0.00881205
0.807969,-0.021173991699470207,0.008825050000000001
0.807969,0.051099350734148175,0.008838050000000002
0.807969,-0.021464716162881814,0.008851050000000003
0.807969,0.0523002009576885,0.009545880000000003
0.807969,0.047386232574353926,0.010240710000000004
0.807969,0.04247226419101935,0.010935540000000004
0.807969,0.0348348040424753,0.010948540000000005
0.807969,-0.010146142172743566,0.010961540000000006
0.807969,-0.010238074377411976,0.010974540000000007
0.807969,-0.07144211916602217,0.011311190000000007
0.807969,0.035469800684950314,0.011324190000000008
0.807969,-0.057480484203551896,0.01133719000000001
0.807969,0.03539253625785932,0.01135019000000001
1.024389,0.0446532783244038,0.01199871000000001
1.024389,0.04006678859877866,0.01264723000000001
1.024389,0.0354802988586016,0.013295750000000009
1.024389,0.030893809118424542,0.013944270000000009
1.971451,0.1827832790586399,0.01766495000000001
1.971451,0.08032656904833857,0.01766495000000001
1.971451,0.08023475085792597,0.017677950000000008
1.971451,0.1564857706980547,0.02139863000000001
1.971451,0.03228202852187678,0.021411630000000008
1.971451,-0.05559733732661698,0.021424630000000007
1.971451,0.13026262003404554,0.025145310000000008
1.971451,-0.01567173612420447,0.025158310000000007
1.971451,0.1040397927572485,0.028878990000000007
1.971451,-0.18186220825009514,0.028878990000000007
1.971451,-0.18195376108633354,0.028891990000000006
1.971451,-0.18204531393712386,0.028904990000000005
2.30983,0.15740222169551998,0.029177630000000006
2.30983,0.15548455208772793,0.029450270000000008
2.30983,0.15356688247993588,0.02972291000000001
2.30983,0.15164921287214383,0.02999555000000001
2.372005,0.15090131892065983,0.03010188000000001
